yardline_100,quarter_seconds_remaining,half_seconds_remaining,game_seconds_remaining,drive,sp,qtr,down,goal_to_go,ydstogo,play_type,yards_gained,shotgun,no_huddle,qb_dropback,qb_kneel,qb_spike,qb_scramble,2_length,2_location,air_yards,yards_after_catch,1_location,1_gap,home_timeouts_remaining,away_timeouts_remaining,timeout,posteam_timeouts_remaining,defteam_timeouts_remaining,total_home_score,total_away_score,posteam_score,defteam_score,score_differential,posteam_score_post,defteam_score_post,score_differential_post
61,815,1715,3515,1,0,1,1,0,10,1,5,0,0,0,0,0,0,0,0,0,0,2,1,3,3,0,3,3,0,0,0,0,0,0,0,0
56,776,1676,3476,1,0,1,2,0,5,1,10,0,0,0,0,0,0,0,0,0,0,2,3,3,3,0,3,3,0,0,0,0,0,0,0,0
46,745,1645,3445,1,0,1,1,0,10,2,0,0,0,1,0,0,0,2,2,45,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0
46,739,1639,3439,1,0,1,2,0,10,1,-3,1,0,0,0,0,0,0,0,0,0,2,2,3,3,0,3,3,0,0,0,0,0,0,0,0
49,697,1597,3397,1,0,1,3,0,13,2,20,1,0,1,0,0,0,2,3,20,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0
29,670,1570,3370,1,0,1,1,0,10,1,14,0,0,0,0,0,0,0,0,0,0,1,3,3,3,0,3,3,0,0,0,0,0,0,0,0
15,632,1532,3332,1,0,1,1,0,10,2,5,0,0,1,0,0,0,1,1,-1,6,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0
10,591,1491,3291,1,0,1,2,0,5,1,3,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,3,0,0,0,0,0,0,0,0
7,550,1450,3250,1,0,1,3,0,2,1,2,1,0,0,0,0,0,0,0,0,0,2,2,3,3,0,3,3,0,0,0,0,0,0,0,0
5,499,1399,3199,1,0,1,1,1,5,1,-1,1,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,3,0,0,0,0,0,0,0,0
6,468,1368,3168,1,1,1,2,1,6,2,6,0,0,1,0,0,0,1,1,6,0,0,0,3,3,0,3,3,6,0,0,0,0,6,0,6
93,459,1359,3159,2,0,1,1,0,10,1,5,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,3,7,0,0,7,-7,0,7,-7
88,415,1315,3115,2,0,1,2,0,5,1,3,1,0,0,0,0,0,0,0,0,0,1,1,3,3,0,3,3,7,0,0,7,-7,0,7,-7
85,372,1272,3072,2,0,1,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,3,7,0,0,7,-7,0,7,-7
56,330,1230,3030,3,0,1,1,0,10,2,5,0,0,1,0,0,0,1,2,-3,8,0,0,3,3,0,3,3,7,0,7,0,7,7,0,7
51,291,1191,2991,3,0,1,2,0,5,2,18,0,0,1,0,0,0,1,1,0,18,0,0,3,3,0,3,3,7,0,7,0,7,7,0,7
33,263,1163,2963,3,0,1,1,0,10,1,0,0,1,0,0,0,0,0,0,0,0,2,3,3,3,0,3,3,7,0,7,0,7,7,0,7
33,225,1125,2925,3,0,1,2,0,10,1,4,0,0,0,0,0,0,0,0,0,0,2,3,3,3,0,3,3,7,0,7,0,7,7,0,7
23,164,1064,2864,3,0,1,1,0,10,2,2,0,0,1,0,0,0,1,1,-1,3,0,0,3,3,0,3,3,7,0,7,0,7,7,0,7
21,128,1028,2828,3,0,1,2,0,8,2,0,0,0,1,0,0,0,2,1,21,0,0,0,3,3,0,3,3,7,0,7,0,7,7,0,7
21,123,1023,2823,3,0,1,3,0,8,2,0,1,0,1,0,0,0,2,2,21,0,0,0,3,3,0,3,3,7,0,7,0,7,7,0,7
63,88,988,2788,4,0,1,1,0,10,1,5,0,0,0,0,0,0,0,0,0,0,2,3,3,3,0,3,3,10,0,0,10,-10,0,10,-10
58,52,952,2752,4,0,1,2,0,5,1,2,0,0,0,0,0,0,0,0,0,0,1,2,3,3,0,3,3,10,0,0,10,-10,0,10,-10
56,8,908,2708,4,0,1,3,0,3,2,4,0,0,1,0,0,0,1,1,-1,5,0,0,3,3,0,3,3,10,0,0,10,-10,0,10,-10
52,900,900,2700,4,0,2,1,0,10,1,5,1,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,3,10,0,0,10,-10,0,10,-10
47,857,857,2657,4,0,2,2,0,5,2,7,1,0,1,0,0,0,1,2,7,0,0,0,3,3,0,3,3,10,0,0,10,-10,0,10,-10
40,826,826,2626,4,0,2,1,0,10,1,3,1,1,0,0,0,0,0,0,0,0,2,3,3,3,0,3,3,10,0,0,10,-10,0,10,-10
37,786,786,2586,4,0,2,2,0,7,2,2,1,1,1,0,0,0,1,1,0,2,0,0,3,3,0,3,3,10,0,0,10,-10,0,10,-10
35,743,743,2543,4,0,2,3,0,5,2,0,1,1,1,0,0,0,1,2,5,0,0,0,3,3,0,3,3,10,0,0,10,-10,0,10,-10
75,730,730,2530,5,0,2,1,0,10,1,13,0,0,0,0,0,0,0,0,0,0,2,3,3,3,0,3,3,10,3,10,3,7,10,3,7
62,707,707,2507,5,1,2,1,0,10,2,62,0,0,1,0,0,0,2,3,42,20,0,0,3,3,0,3,3,16,3,10,3,7,16,3,13
75,699,699,2499,6,0,2,1,0,10,2,9,1,0,1,0,0,0,1,1,5,4,0,0,3,3,0,3,3,17,3,3,17,-14,3,17,-14
66,670,670,2470,6,0,2,2,0,1,2,0,1,0,1,0,0,0,1,1,5,0,0,0,3,3,0,3,3,17,3,3,17,-14,3,17,-14
66,666,666,2466,6,0,2,3,0,1,2,9,0,0,1,0,0,0,1,1,9,0,0,0,3,3,0,3,3,17,3,3,17,-14,3,17,-14
57,625,625,2425,6,0,2,1,0,10,2,8,0,0,1,0,0,0,1,2,2,6,0,0,3,3,0,3,3,17,3,3,17,-14,3,17,-14
49,593,593,2393,6,0,2,2,0,2,2,0,1,0,1,0,0,0,2,1,42,0,0,0,3,3,0,3,3,17,3,3,17,-14,3,17,-14
49,587,587,2387,6,0,2,3,0,2,2,0,1,0,1,0,0,0,1,3,5,0,0,0,3,3,0,3,3,17,3,3,17,-14,3,17,-14
49,583,583,2383,6,0,2,4,0,2,2,0,1,0,1,0,0,0,1,1,11,0,0,0,3,3,0,3,3,17,3,3,17,-14,3,17,-14
51,579,579,2379,7,1,2,1,0,10,2,51,0,0,1,0,0,0,2,2,50,1,0,0,3,3,0,3,3,23,3,17,3,14,23,3,20
75,571,571,2371,8,0,2,1,0,10,1,9,0,0,0,0,0,0,0,0,0,0,2,2,3,3,0,3,3,24,3,3,24,-21,3,24,-21
66,535,535,2335,8,0,2,2,0,1,2,11,1,0,1,0,0,0,1,2,6,5,0,0,3,3,0,3,3,24,3,3,24,-21,3,24,-21
55,498,498,2298,8,0,2,1,0,10,2,7,1,1,1,0,0,0,1,1,4,3,0,0,3,3,0,3,3,24,3,3,24,-21,3,24,-21
48,464,464,2264,8,0,2,2,0,3,1,16,1,1,0,0,0,0,0,0,0,0,1,3,3,3,0,3,3,24,3,3,24,-21,3,24,-21
32,429,429,2229,8,1,2,1,0,10,2,32,1,0,1,0,0,0,2,1,22,10,0,0,3,3,0,3,3,24,9,3,24,-21,9,24,-15
75,422,422,2222,9,0,2,1,0,10,2,18,0,0,1,0,0,0,1,2,2,16,0,0,3,3,0,3,3,24,10,24,10,14,24,10,14
57,394,394,2194,9,0,2,1,0,10,1,-1,0,0,0,0,0,0,0,0,0,0,2,3,3,3,0,3,3,24,10,24,10,14,24,10,14
58,357,357,2157,9,0,2,2,0,11,2,7,0,0,1,0,0,0,1,3,6,1,0,0,3,3,0,3,3,24,10,24,10,14,24,10,14
51,321,321,2121,9,0,2,3,0,4,2,-8,1,0,1,0,0,0,0,0,0,0,0,0,3,3,0,3,3,24,10,24,10,14,24,10,14
78,270,270,2070,10,0,2,1,0,10,1,-4,0,0,0,0,0,0,0,0,0,0,1,3,3,3,0,3,3,24,10,10,24,-14,10,24,-14
82,229,229,2029,10,0,2,2,0,14,2,23,1,0,1,0,0,0,1,3,13,10,0,0,3,3,0,3,3,24,10,10,24,-14,10,24,-14
59,195,195,1995,10,0,2,1,0,10,2,0,1,0,1,0,0,0,1,2,-2,2,0,0,3,3,0,3,3,24,10,10,24,-14,10,24,-14
59,150,150,1950,10,0,2,2,0,10,1,0,1,0,0,0,0,0,0,0,0,0,1,3,3,3,0,3,3,24,10,10,24,-14,10,24,-14
59,120,120,1920,10,0,2,3,0,10,2,0,1,0,1,0,0,0,1,3,9,0,0,0,3,3,0,3,3,24,10,10,24,-14,10,24,-14
65,107,107,1907,11,0,2,1,0,10,2,11,0,0,1,0,0,0,1,2,-3,14,0,0,3,3,0,3,3,24,10,24,10,14,24,10,14
54,82,82,1882,11,0,2,1,0,10,2,0,0,1,1,0,0,0,2,3,48,0,0,0,3,3,0,3,3,24,10,24,10,14,24,10,14
54,75,75,1875,11,0,2,2,0,10,1,-2,0,0,0,0,0,0,0,0,0,0,2,1,3,3,0,3,3,24,10,24,10,14,24,10,14
56,71,71,1871,11,0,2,3,0,12,2,0,1,0,1,0,0,0,2,1,23,0,0,0,3,2,0,3,2,24,10,24,10,14,24,10,14
52,62,62,1862,12,0,2,1,0,10,2,9,1,0,1,0,0,0,1,2,-2,11,0,0,3,2,0,2,3,24,10,10,24,-14,10,24,-14
43,56,56,1856,12,0,2,2,0,1,2,3,1,0,1,0,0,0,1,2,-2,5,0,0,3,2,0,2,3,24,10,10,24,-14,10,24,-14
40,50,50,1850,12,0,2,1,0,10,2,0,1,0,1,0,0,0,1,1,14,0,0,0,3,1,0,1,3,24,10,10,24,-14,10,24,-14
40,44,44,1844,12,0,2,2,0,10,2,8,1,0,1,0,0,0,1,2,-2,10,0,0,3,1,0,1,3,24,10,10,24,-14,10,24,-14
32,39,39,1839,12,0,2,3,0,2,2,5,1,0,1,0,0,0,1,2,-5,10,0,0,3,0,0,0,3,24,10,10,24,-14,10,24,-14
27,33,33,1833,12,0,2,1,0,10,2,6,1,0,1,0,0,0,1,2,3,3,0,0,3,0,0,0,3,24,10,10,24,-14,10,24,-14
21,28,28,1828,12,0,2,2,0,4,2,0,1,0,1,0,0,0,1,2,1,0,0,0,3,0,0,0,3,24,10,10,24,-14,10,24,-14
21,24,24,1824,12,0,2,3,0,4,2,0,1,0,1,0,0,0,2,1,21,0,0,0,3,0,0,0,3,24,10,10,24,-14,10,24,-14
21,20,20,1820,12,0,2,4,0,4,2,0,0,0,1,0,0,0,1,2,6,0,0,0,3,0,0,0,3,24,10,10,24,-14,10,24,-14
75,900,1800,1800,14,0,3,1,0,10,1,3,0,0,0,0,0,0,0,0,0,0,1,2,3,3,0,3,3,24,10,10,24,-14,10,24,-14
72,863,1763,1763,14,0,3,2,0,7,2,23,0,0,1,0,0,0,2,2,22,1,0,0,3,3,0,3,3,24,10,10,24,-14,10,24,-14
49,833,1733,1733,14,0,3,1,0,10,2,0,1,1,1,0,0,0,1,1,5,0,0,0,3,3,0,3,3,24,10,10,24,-14,10,24,-14
49,829,1729,1729,14,0,3,2,0,10,2,45,1,0,1,0,0,0,2,2,20,25,0,0,3,3,0,3,3,24,10,10,24,-14,10,24,-14
4,777,1677,1677,14,0,3,1,1,4,1,1,1,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,3,24,10,10,24,-14,10,24,-14
3,738,1638,1638,14,1,3,2,1,3,2,3,1,0,1,0,0,0,1,3,3,0,0,0,3,3,0,3,3,24,16,10,24,-14,16,24,-8
75,731,1631,1631,15,0,3,1,0,10,2,0,0,0,1,0,0,0,1,3,0,0,0,0,3,3,0,3,3,24,17,24,17,7,24,17,7
75,727,1627,1627,15,0,3,2,0,10,1,1,0,0,0,0,0,0,0,0,0,0,1,3,3,3,0,3,3,24,17,24,17,7,24,17,7
85,638,1538,1538,15,0,3,1,0,30,2,0,0,0,1,0,0,0,1,1,7,0,0,0,3,3,0,3,3,24,17,24,17,7,24,17,7
85,634,1534,1534,15,0,3,2,0,30,1,-3,0,0,0,0,0,0,0,0,0,0,2,2,3,3,0,3,3,24,17,24,17,7,24,17,7
88,593,1493,1493,15,0,3,3,0,33,2,11,1,0,1,0,0,0,1,2,2,9,0,0,3,3,0,3,3,24,17,24,17,7,24,17,7
55,543,1443,1443,16,0,3,1,0,10,2,26,1,0,1,0,0,0,2,1,20,6,0,0,3,3,0,3,3,24,17,17,24,-7,17,24,-7
29,511,1411,1411,16,0,3,1,0,10,1,3,1,0,0,0,0,0,0,0,0,0,2,2,3,3,0,3,3,24,17,17,24,-7,17,24,-7
26,463,1363,1363,16,0,3,2,0,7,1,5,1,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,3,24,17,17,24,-7,17,24,-7
21,425,1325,1325,16,0,3,3,0,2,2,-1,0,0,1,0,0,0,1,1,-3,2,0,0,3,3,0,3,3,24,17,17,24,-7,17,24,-7
75,379,1279,1279,17,0,3,1,0,10,2,13,0,0,1,0,0,0,1,2,14,-1,0,0,3,3,0,3,3,24,20,24,20,4,24,20,4
62,339,1239,1239,17,0,3,1,0,10,2,8,0,0,1,0,0,0,1,2,6,2,0,0,3,3,0,3,3,24,20,24,20,4,24,20,4
54,304,1204,1204,17,0,3,2,0,2,2,16,0,0,1,0,0,0,2,1,16,0,0,0,3,3,0,3,3,24,20,24,20,4,24,20,4
38,276,1176,1176,17,0,3,1,0,10,1,8,0,0,0,0,0,0,0,0,0,0,1,3,3,3,0,3,3,24,20,24,20,4,24,20,4
30,232,1132,1132,17,0,3,2,0,2,1,6,0,0,0,0,0,0,0,0,0,0,2,2,3,3,0,3,3,24,20,24,20,4,24,20,4
24,195,1095,1095,17,0,3,1,0,10,1,5,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,3,24,20,24,20,4,24,20,4
19,158,1058,1058,17,0,3,2,0,5,2,8,0,0,1,0,0,0,1,1,0,8,0,0,3,3,0,3,3,24,20,24,20,4,24,20,4
11,118,1018,1018,17,0,3,1,0,10,2,0,1,0,1,0,0,0,1,3,-2,2,0,0,3,3,0,3,3,24,20,24,20,4,24,20,4
11,82,982,982,17,1,3,2,0,10,2,11,0,0,1,0,0,0,1,3,11,0,0,0,3,3,0,3,3,30,20,24,20,4,30,20,10
75,76,976,976,18,0,3,1,0,10,1,3,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,3,31,20,20,31,-11,20,31,-11
72,32,932,932,18,0,3,2,0,7,2,11,1,0,1,0,0,0,1,2,11,0,0,0,3,3,0,3,3,31,20,20,31,-11,20,31,-11
61,900,900,900,18,0,4,1,0,10,1,12,1,0,0,0,0,0,0,0,0,0,2,3,3,3,0,3,3,31,20,20,31,-11,20,31,-11
49,860,860,860,18,0,4,1,0,10,2,6,1,1,1,0,0,0,1,1,-3,9,0,0,3,3,0,3,3,31,20,20,31,-11,20,31,-11
43,829,829,829,18,0,4,2,0,4,2,0,1,0,1,0,0,0,2,3,43,0,0,0,3,3,0,3,3,31,20,20,31,-11,20,31,-11
48,822,822,822,18,0,4,3,0,9,2,-9,1,0,1,0,0,0,0,0,0,0,0,0,3,3,0,3,3,31,20,20,31,-11,20,31,-11
88,781,781,781,19,0,4,1,0,10,1,4,0,0,0,0,0,0,0,0,0,0,2,2,3,3,0,3,3,31,20,31,20,11,31,20,11
84,746,746,746,19,0,4,2,0,6,2,29,0,0,1,0,0,0,2,2,21,8,0,0,3,3,0,3,3,31,20,31,20,11,31,20,11
55,700,700,700,19,0,4,1,0,10,1,2,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,3,31,20,31,20,11,31,20,11
53,659,659,659,19,0,4,2,0,8,1,35,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,3,31,20,31,20,11,31,20,11
18,620,620,620,19,0,4,1,0,10,2,13,0,0,1,0,0,0,1,2,4,9,0,0,3,3,0,3,3,31,20,31,20,11,31,20,11
5,585,585,585,19,0,4,1,1,5,1,-1,0,0,0,0,0,0,0,0,0,0,1,2,3,3,0,3,3,31,20,31,20,11,31,20,11
3,538,538,538,19,0,4,1,1,3,1,2,0,0,0,0,0,0,0,0,0,0,2,2,3,3,0,3,3,31,20,31,20,11,31,20,11
1,501,501,501,19,1,4,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,3,3,3,0,3,3,37,20,31,20,11,37,20,17
75,497,497,497,20,0,4,1,0,10,2,13,0,0,1,0,0,0,1,1,-5,18,0,0,3,3,0,3,3,38,20,20,38,-18,20,38,-18
62,462,462,462,20,0,4,1,0,10,2,0,1,1,1,0,0,0,1,3,7,0,0,0,3,3,0,3,3,38,20,20,38,-18,20,38,-18
62,458,458,458,20,0,4,2,0,10,2,-5,1,0,1,0,0,0,0,0,0,0,0,0,3,3,0,3,3,38,20,20,38,-18,20,38,-18
67,411,411,411,20,0,4,3,0,15,2,0,1,0,1,0,0,0,2,3,19,0,0,0,3,3,0,3,3,38,20,20,38,-18,20,38,-18
67,406,406,406,20,0,4,4,0,15,2,17,1,0,1,0,0,0,2,3,17,0,0,0,3,3,0,3,3,38,20,20,38,-18,20,38,-18
50,375,375,375,20,0,4,1,0,10,2,20,1,1,1,0,0,0,2,3,20,0,0,0,3,3,0,3,3,38,20,20,38,-18,20,38,-18
51,364,364,364,21,0,4,1,0,10,1,-1,0,0,0,0,0,0,0,0,0,0,1,2,3,3,0,3,3,38,20,38,20,18,38,20,18
52,360,360,360,21,0,4,2,0,11,1,3,0,0,0,0,0,0,0,0,0,0,2,1,3,2,0,3,2,38,20,38,20,18,38,20,18
49,355,355,355,21,0,4,3,0,8,1,3,0,0,0,0,0,0,0,0,0,0,2,3,3,1,0,3,1,38,20,38,20,18,38,20,18
92,342,342,342,22,0,4,1,0,10,2,0,1,0,1,0,0,0,2,3,23,0,0,0,3,0,0,0,3,38,20,20,38,-18,20,38,-18
31,336,336,336,23,0,4,1,0,10,1,4,0,0,0,0,0,0,0,0,0,0,2,3,3,0,0,3,0,38,20,38,20,18,38,20,18
27,291,291,291,23,0,4,2,0,6,1,-1,0,0,0,0,0,0,0,0,0,0,2,2,3,0,0,3,0,38,20,38,20,18,38,20,18
28,246,246,246,23,0,4,3,0,7,1,2,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,38,20,38,20,18,38,20,18
26,200,200,200,23,0,4,4,0,5,2,15,0,0,1,0,0,0,1,2,15,0,0,0,2,0,0,2,0,38,20,38,20,18,38,20,18
11,195,195,195,23,0,4,1,0,10,1,2,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,2,0,38,20,38,20,18,38,20,18
9,147,147,147,23,0,4,2,0,8,1,-4,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,38,20,38,20,18,38,20,18
13,120,120,120,23,0,4,3,0,12,1,5,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,38,20,38,20,18,38,20,18
66,108,108,108,24,0,4,1,0,10,1,6,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,1,38,20,20,38,-18,20,38,-18
60,88,88,88,24,0,4,2,0,4,1,3,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,38,20,20,38,-18,20,38,-18
57,49,49,49,24,0,4,3,0,1,1,15,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,38,20,20,38,-18,20,38,-18
42,9,9,9,24,0,4,1,0,10,1,6,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,38,20,20,38,-18,20,38,-18
91,895,1795,3595,1,0,1,1,0,10,2,0,0,0,1,0,0,0,2,3,42,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0
91,888,1788,3588,1,0,1,2,0,10,2,4,1,0,1,0,0,0,1,2,-1,5,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0
87,850,1750,3550,1,0,1,3,0,6,2,52,1,0,1,0,0,0,1,2,6,46,0,0,3,2,1,3,2,0,0,0,0,0,0,0,0
50,791,1691,3491,1,0,1,1,0,25,2,0,1,0,1,0,0,0,1,1,14,0,0,0,3,2,0,3,2,0,0,0,0,0,0,0,0
50,786,1686,3486,1,0,1,2,0,25,2,14,0,0,1,0,0,0,1,2,-7,21,0,0,3,2,0,3,2,0,0,0,0,0,0,0,0
46,713,1613,3413,1,1,1,3,0,21,2,46,1,0,1,0,0,0,2,3,43,3,0,0,3,2,0,3,2,6,0,0,0,0,6,0,6
75,702,1602,3402,2,0,1,1,0,10,1,-7,1,0,0,0,0,0,0,0,0,0,3,0,3,2,0,2,3,7,0,0,7,-7,0,7,-7
18,696,1596,3396,3,0,1,1,0,10,2,0,1,0,1,0,0,0,2,1,18,0,0,0,3,2,0,3,2,7,0,7,0,7,7,0,7
18,691,1591,3391,3,0,1,2,0,10,1,5,1,0,0,0,0,0,0,0,0,0,2,3,3,2,0,3,2,7,0,7,0,7,7,0,7
23,631,1531,3331,3,0,1,3,0,15,2,0,1,0,1,0,0,0,2,1,23,0,0,0,3,2,0,3,2,7,0,7,0,7,7,0,7
75,619,1519,3319,4,0,1,1,0,10,2,2,1,0,1,0,0,0,1,2,3,-1,0,0,3,2,0,2,3,10,0,0,10,-10,0,10,-10
73,599,1499,3299,4,0,1,2,0,8,1,5,1,0,0,0,0,0,0,0,0,0,3,0,3,2,0,2,3,10,0,0,10,-10,0,10,-10
68,564,1464,3264,4,0,1,3,0,3,2,3,1,0,1,0,0,0,1,1,3,0,0,0,3,2,0,2,3,10,0,0,10,-10,0,10,-10
65,526,1426,3226,4,0,1,1,0,10,1,4,0,0,0,0,0,0,0,0,0,0,1,2,3,2,0,2,3,10,0,0,10,-10,0,10,-10
61,498,1398,3198,4,0,1,2,0,6,2,0,1,0,1,0,0,0,1,3,5,0,0,0,3,2,0,2,3,10,0,0,10,-10,0,10,-10
61,493,1393,3193,4,0,1,3,0,6,2,12,1,0,1,0,0,0,1,1,6,6,0,0,3,2,0,2,3,10,0,0,10,-10,0,10,-10
49,462,1362,3162,4,0,1,1,0,10,1,11,1,0,0,0,0,0,0,0,0,0,1,2,3,2,0,2,3,10,0,0,10,-10,0,10,-10
38,431,1331,3131,4,0,1,1,0,10,2,10,1,0,1,0,0,0,1,1,2,8,0,0,3,2,0,2,3,10,0,0,10,-10,0,10,-10
28,400,1300,3100,4,0,1,1,0,10,2,0,0,0,1,0,0,0,2,2,28,0,0,0,3,2,0,2,3,10,0,0,10,-10,0,10,-10
28,393,1293,3093,4,0,1,2,0,10,1,2,1,0,0,0,0,0,0,0,0,0,2,3,3,2,0,2,3,10,0,0,10,-10,0,10,-10
26,356,1256,3056,4,0,1,3,0,8,2,0,1,0,1,0,0,0,1,1,8,0,0,0,3,2,0,2,3,10,0,0,10,-10,0,10,-10
90,341,1241,3041,5,0,1,1,0,10,1,2,1,0,0,0,0,0,0,0,0,0,2,3,3,2,0,3,2,10,3,10,3,7,10,3,7
88,304,1204,3004,5,0,1,2,0,8,2,0,1,0,1,0,0,0,1,1,7,0,0,0,3,2,0,3,2,10,3,10,3,7,10,3,7
73,295,1195,2995,5,0,1,1,0,10,2,9,1,0,1,0,0,0,1,2,6,3,0,0,3,2,0,3,2,10,3,10,3,7,10,3,7
64,266,1166,2966,5,0,1,2,0,1,1,6,0,0,0,0,0,0,0,0,0,0,1,1,3,2,0,3,2,10,3,10,3,7,10,3,7
58,226,1126,2926,5,0,1,1,0,10,2,18,1,0,1,0,0,0,1,2,13,5,0,0,3,2,0,3,2,10,3,10,3,7,10,3,7
40,183,1083,2883,5,0,1,1,0,10,1,15,1,0,0,0,0,0,0,0,0,0,1,2,3,2,0,3,2,10,3,10,3,7,10,3,7
25,142,1042,2842,5,0,1,1,0,10,2,0,1,0,1,0,0,0,1,1,8,0,0,0,3,2,0,3,2,10,3,10,3,7,10,3,7
25,139,1039,2839,5,0,1,2,0,10,2,11,1,0,1,0,0,0,1,1,8,3,0,0,3,2,0,3,2,10,3,10,3,7,10,3,7
14,96,996,2796,5,1,1,1,0,10,2,14,1,0,1,0,0,0,1,1,-4,18,0,0,3,2,0,3,2,16,3,10,3,7,16,3,13
75,88,988,2788,6,0,1,1,0,10,1,5,1,0,0,0,0,0,0,0,0,0,1,3,3,2,0,2,3,17,3,3,17,-14,3,17,-14
70,58,958,2758,6,0,1,2,0,5,2,9,1,1,1,0,0,0,1,3,7,2,0,0,3,2,0,2,3,17,3,3,17,-14,3,17,-14
61,17,917,2717,6,0,1,1,0,10,1,9,0,0,0,0,0,0,0,0,0,0,1,2,3,2,0,2,3,17,3,3,17,-14,3,17,-14
52,900,900,2700,6,0,2,2,0,1,2,0,0,0,1,0,0,0,2,3,50,0,0,0,3,2,0,2,3,17,3,3,17,-14,3,17,-14
52,892,892,2692,6,0,2,3,0,1,1,11,1,0,0,0,0,0,0,0,0,0,3,0,3,2,0,2,3,17,3,3,17,-14,3,17,-14
41,860,860,2660,6,0,2,1,0,10,2,15,0,0,1,0,0,0,1,2,1,14,0,0,3,2,0,2,3,17,3,3,17,-14,3,17,-14
26,825,825,2625,6,0,2,1,0,10,1,4,1,0,0,0,0,0,0,0,0,0,2,1,3,2,0,2,3,17,3,3,17,-14,3,17,-14
22,793,793,2593,6,0,2,2,0,6,1,7,1,0,0,0,0,0,0,0,0,0,1,2,3,2,0,2,3,17,3,3,17,-14,3,17,-14
15,771,771,2571,6,0,2,1,0,10,1,4,1,0,0,0,0,0,0,0,0,0,1,2,3,2,0,2,3,17,3,3,17,-14,3,17,-14
11,742,742,2542,6,1,2,2,0,6,2,11,1,1,1,0,0,0,1,1,5,6,0,0,3,2,0,2,3,17,9,3,17,-14,9,17,-8
86,730,730,2530,7,0,2,1,0,15,2,7,1,0,1,0,0,0,1,2,5,2,0,0,3,2,0,3,2,17,9,17,9,8,17,9,8
64,685,685,2485,7,0,2,1,0,10,2,14,1,0,1,0,0,0,1,2,4,10,0,0,3,2,0,3,2,17,9,17,9,8,17,9,8
45,638,638,2438,7,0,2,1,0,10,1,2,0,0,0,0,0,0,0,0,0,0,2,2,3,2,0,3,2,17,9,17,9,8,17,9,8
43,602,602,2402,7,0,2,2,0,8,2,7,1,0,1,0,0,0,1,2,5,2,0,0,3,2,0,3,2,17,9,17,9,8,17,9,8
36,569,569,2369,7,0,2,3,0,1,1,4,1,0,0,0,0,0,0,0,0,0,1,3,3,2,0,3,2,17,9,17,9,8,17,9,8
32,530,530,2330,7,0,2,1,0,10,2,0,1,0,1,0,0,0,2,2,32,0,0,0,3,2,0,3,2,17,9,17,9,8,17,9,8
80,522,522,2322,8,0,2,1,0,10,1,1,1,0,0,0,0,0,0,0,0,0,2,2,3,2,0,2,3,17,9,9,17,-8,9,17,-8
79,492,492,2292,8,0,2,2,0,9,2,23,1,0,1,0,0,0,1,2,1,22,0,0,3,2,0,2,3,17,9,9,17,-8,9,17,-8
56,472,472,2272,8,0,2,1,0,10,2,14,1,0,1,0,0,0,1,2,-1,15,0,0,3,2,0,2,3,17,9,9,17,-8,9,17,-8
42,448,448,2248,8,0,2,1,0,10,2,0,1,1,1,0,0,0,2,2,37,0,0,0,3,2,0,2,3,17,9,9,17,-8,9,17,-8
42,441,441,2241,8,0,2,2,0,10,2,12,1,0,1,0,0,0,1,1,2,10,0,0,3,2,0,2,3,17,9,9,17,-8,9,17,-8
30,409,409,2209,8,0,2,1,0,10,2,6,1,1,1,0,0,0,1,2,1,5,0,0,3,2,0,2,3,17,9,9,17,-8,9,17,-8
24,376,376,2176,8,0,2,2,0,4,1,1,1,0,0,0,0,0,0,0,0,0,3,0,3,2,0,2,3,17,9,9,17,-8,9,17,-8
23,338,338,2138,8,0,2,3,0,3,2,2,1,0,1,0,0,0,1,3,-3,5,0,0,3,2,0,2,3,17,9,9,17,-8,9,17,-8
