yardline_100,quarter_seconds_remaining,half_seconds_remaining,game_seconds_remaining,drive,sp,qtr,down,goal_to_go,ydstogo,play_type,yards_gained,shotgun,no_huddle,qb_dropback,qb_kneel,qb_spike,qb_scramble,2_length,2_location,air_yards,yards_after_catch,1_location,1_gap,home_timeouts_remaining,away_timeouts_remaining,timeout,posteam_timeouts_remaining,defteam_timeouts_remaining,total_home_score,total_away_score,posteam_score,defteam_score,score_differential,posteam_score_post,defteam_score_post,score_differential_post
75,900,1800,3600,1,0,1,1,0,10,1,0,0,0,0,0,0,0,0,0,0,0,2,1,3,3,0,3,3,0,0,0,0,0,0,0,0
75,873,1773,3573,1,0,1,2,0,10,2,0,0,0,1,0,0,0,1,2,-1,1,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0
75,825,1725,3525,1,0,1,3,0,10,2,-10,1,0,1,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0
52,753,1653,3453,2,0,1,1,0,10,1,5,1,0,0,0,0,0,0,0,0,0,2,2,3,3,0,3,3,0,0,0,0,0,0,0,0
47,718,1618,3418,2,0,1,2,0,5,2,0,1,0,1,0,0,0,1,2,2,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0
40,672,1572,3372,2,0,1,1,0,10,2,0,1,0,1,0,0,0,1,2,15,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0
40,667,1567,3367,2,0,1,2,0,10,1,1,1,0,0,0,0,0,0,0,0,0,1,2,3,3,0,3,3,0,0,0,0,0,0,0,0
39,625,1525,3325,2,0,1,3,0,9,2,-6,1,0,1,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0
88,579,1479,3279,3,0,1,1,0,10,2,0,1,0,1,0,0,0,1,1,3,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0
88,573,1473,3273,3,0,1,2,0,10,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,0,3,3,0,0,0,0,0,0,0,0
88,531,1431,3231,3,0,1,3,0,10,2,-7,1,0,1,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0
36,473,1373,3173,4,0,1,1,0,10,1,4,1,0,0,0,0,0,0,0,0,0,2,2,3,3,0,3,3,0,0,0,0,0,0,0,0
32,432,1332,3132,4,0,1,2,0,6,1,6,1,0,0,0,0,0,0,0,0,0,2,2,3,3,0,3,3,0,0,0,0,0,0,0,0
26,368,1268,3068,4,0,1,1,0,10,1,1,1,0,0,0,0,0,0,0,0,0,2,2,3,3,0,3,3,0,0,0,0,0,0,0,0
25,323,1223,3023,4,0,1,2,0,9,1,4,0,0,0,0,0,0,0,0,0,0,2,1,3,3,0,3,3,0,0,0,0,0,0,0,0
21,281,1181,2981,4,0,1,3,0,5,2,1,1,0,1,0,0,0,1,1,0,1,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0
60,249,1149,2949,5,0,1,1,0,10,2,0,0,0,1,0,0,0,1,3,5,0,0,0,3,3,0,3,3,3,0,0,3,-3,0,3,-3
60,247,1147,2947,5,0,1,2,0,10,2,5,1,1,1,0,0,0,1,1,5,0,0,0,3,3,0,3,3,3,0,0,3,-3,0,3,-3
55,205,1105,2905,5,0,1,3,0,5,2,0,1,0,1,0,0,0,1,2,4,0,0,0,3,3,0,3,3,3,0,0,3,-3,0,3,-3
96,193,1093,2893,6,0,1,1,0,10,1,1,1,0,0,0,0,0,0,0,0,0,1,2,3,3,0,3,3,3,0,3,0,3,3,0,3
95,152,1052,2852,6,0,1,2,0,9,2,5,1,0,1,0,0,0,1,3,3,2,0,0,3,3,0,3,3,3,0,3,0,3,3,0,3
84,106,1006,2806,6,0,1,1,0,10,2,6,1,0,1,0,0,0,1,3,5,1,0,0,2,3,0,2,3,3,0,3,0,3,3,0,3
78,65,965,2765,6,0,1,2,0,4,1,6,1,0,0,0,0,0,0,0,0,0,2,1,2,3,0,2,3,3,0,3,0,3,3,0,3
72,22,922,2722,6,0,1,1,0,10,2,0,1,0,1,0,0,0,1,3,8,0,0,0,2,3,0,2,3,3,0,3,0,3,3,0,3
72,16,916,2716,6,0,1,2,0,10,1,1,1,0,0,0,0,0,0,0,0,0,1,2,2,3,0,2,3,3,0,3,0,3,3,0,3
71,900,900,2700,6,0,2,3,0,9,2,0,1,0,1,0,0,0,2,2,17,0,0,0,2,3,0,2,3,3,0,3,0,3,3,0,3
74,883,883,2683,7,0,2,1,0,10,2,47,0,0,1,0,0,0,2,3,47,0,0,0,2,3,0,3,2,3,0,0,3,-3,0,3,-3
27,848,848,2648,7,0,2,1,0,10,2,9,0,0,1,0,0,0,1,2,1,8,0,0,2,3,0,3,2,3,0,0,3,-3,0,3,-3
18,824,824,2624,7,0,2,2,0,1,2,10,0,0,1,0,0,0,1,1,3,7,0,0,2,3,0,3,2,3,0,0,3,-3,0,3,-3
8,795,795,2595,7,1,2,1,1,8,2,8,0,0,1,0,0,0,1,1,8,0,0,0,2,3,0,3,2,3,6,0,3,-3,6,3,3
75,788,788,2588,8,0,2,1,0,10,2,27,1,0,1,0,0,0,2,2,25,2,0,0,2,3,0,2,3,3,7,3,7,-4,3,7,-4
48,744,744,2544,8,0,2,1,0,10,2,0,1,0,1,0,0,0,1,3,3,0,0,0,2,3,0,2,3,3,7,3,7,-4,3,7,-4
48,739,739,2539,8,0,2,2,0,10,2,9,1,0,1,0,0,0,1,3,6,3,0,0,2,3,0,2,3,3,7,3,7,-4,3,7,-4
39,696,696,2496,8,0,2,3,0,1,1,-2,0,0,0,0,0,0,0,0,0,0,1,2,2,3,0,2,3,3,7,3,7,-4,3,7,-4
96,670,670,2470,9,0,2,1,0,10,2,9,0,0,1,0,0,0,1,1,8,1,0,0,2,3,0,3,2,3,7,7,3,4,7,3,4
87,630,630,2430,9,0,2,2,0,1,2,1,0,0,1,0,0,0,1,1,0,1,0,0,2,3,0,3,2,3,7,7,3,4,7,3,4
86,586,586,2386,9,0,2,1,0,10,1,5,0,0,0,0,0,0,0,0,0,0,1,1,2,3,0,3,2,3,7,7,3,4,7,3,4
81,546,546,2346,9,0,2,2,0,5,1,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0,3,2,3,7,7,3,4,7,3,4
81,500,500,2300,9,0,2,3,0,5,2,11,1,0,1,0,0,0,1,2,3,8,0,0,2,3,0,3,2,3,7,7,3,4,7,3,4
70,462,462,2262,9,0,2,1,0,10,2,5,1,0,1,0,0,0,1,2,-3,8,0,0,2,3,0,3,2,3,7,7,3,4,7,3,4
65,423,423,2223,9,0,2,2,0,5,1,-1,1,0,0,0,0,0,0,0,0,0,2,1,2,3,0,3,2,3,7,7,3,4,7,3,4
66,379,379,2179,9,0,2,3,0,6,2,-8,1,0,1,0,0,0,0,0,0,0,0,0,2,3,0,3,2,3,7,7,3,4,7,3,4
89,325,325,2125,10,0,2,1,0,10,2,9,1,0,1,0,0,0,1,2,6,3,0,0,2,3,0,2,3,3,7,3,7,-4,3,7,-4
80,300,300,2100,10,0,2,2,0,1,2,7,1,0,1,0,0,0,1,3,-4,11,0,0,2,3,0,2,3,3,7,3,7,-4,3,7,-4
83,226,226,2026,10,0,2,1,0,20,2,-1,1,0,1,0,0,0,0,0,0,0,0,0,2,3,0,2,3,3,7,3,7,-4,3,7,-4
84,180,180,1980,10,0,2,2,0,21,2,7,1,0,1,0,0,0,1,1,6,1,0,0,2,3,0,2,3,3,7,3,7,-4,3,7,-4
77,139,139,1939,10,0,2,3,0,14,2,0,1,0,1,0,0,0,1,3,13,0,0,0,2,3,0,2,3,3,7,3,7,-4,3,7,-4
65,127,127,1927,11,0,2,1,0,10,1,3,1,0,0,0,0,0,0,0,0,0,2,1,2,3,0,3,2,3,7,7,3,4,7,3,4
62,120,120,1920,11,0,2,2,0,7,2,0,1,0,1,0,0,0,2,1,34,0,0,0,2,3,0,3,2,3,7,7,3,4,7,3,4
62,114,114,1914,11,0,2,3,0,7,2,10,1,0,1,0,0,0,1,2,-3,13,0,0,2,3,0,3,2,3,7,7,3,4,7,3,4
52,87,87,1887,11,0,2,1,0,10,2,6,1,1,1,0,0,0,1,1,-2,8,0,0,2,3,0,3,2,3,7,7,3,4,7,3,4
46,64,64,1864,11,0,2,2,0,4,2,0,1,0,1,0,0,0,1,1,3,0,0,0,2,3,0,3,2,3,7,7,3,4,7,3,4
46,60,60,1860,11,0,2,3,0,4,2,0,1,0,1,0,0,0,2,2,28,0,0,0,2,3,0,3,2,3,7,7,3,4,7,3,4
85,43,43,1843,12,0,2,1,0,10,2,3,1,0,1,0,0,0,1,2,-2,5,0,0,2,3,0,2,3,3,7,3,7,-4,3,7,-4
82,38,38,1838,12,0,2,2,0,7,2,-2,1,0,1,0,0,0,0,0,0,0,0,0,2,3,0,2,3,3,7,3,7,-4,3,7,-4
84,31,31,1831,12,0,2,3,0,9,2,-1,1,0,1,0,0,0,1,1,-4,3,0,0,2,3,0,2,3,3,7,3,7,-4,3,7,-4
67,15,15,1815,13,0,2,1,0,10,2,16,1,0,1,0,0,0,1,3,7,9,0,0,2,2,0,2,2,3,7,7,3,4,7,3,4
51,9,9,1809,13,0,2,1,0,10,2,0,1,0,1,0,0,0,2,1,51,0,0,0,2,1,0,1,2,3,7,7,3,4,7,3,4
75,900,1800,1800,14,0,3,1,0,10,1,0,0,0,0,0,0,0,0,0,0,0,2,1,3,3,0,3,3,3,7,3,7,-4,3,7,-4
75,861,1761,1761,14,0,3,2,0,10,2,0,1,0,1,0,0,0,1,3,15,0,0,0,3,3,0,3,3,3,7,3,7,-4,3,7,-4
75,855,1755,1755,14,0,3,3,0,10,2,2,1,0,1,0,0,0,1,1,1,1,0,0,3,3,0,3,3,3,7,3,7,-4,3,7,-4
66,822,1722,1722,15,0,3,1,0,10,1,3,0,0,0,0,0,0,0,0,0,0,1,3,3,3,0,3,3,3,7,7,3,4,7,3,4
35,784,1684,1684,15,0,3,1,0,10,2,0,0,0,1,0,0,0,1,2,-3,0,0,0,3,3,0,3,3,3,7,7,3,4,7,3,4
35,779,1679,1679,15,0,3,2,0,10,2,5,1,0,1,0,0,0,1,3,5,0,0,0,3,2,0,2,3,3,7,7,3,4,7,3,4
40,703,1603,1603,15,0,3,3,0,15,2,-7,1,0,1,0,0,0,0,0,0,0,0,0,3,2,0,2,3,3,7,7,3,4,7,3,4
90,651,1551,1551,16,0,3,1,0,10,1,8,1,0,0,0,0,0,0,0,0,0,2,2,3,2,0,3,2,3,7,3,7,-4,3,7,-4
82,631,1531,1531,16,0,3,2,0,2,1,1,1,1,0,0,0,0,0,0,0,0,2,2,3,2,0,3,2,3,7,3,7,-4,3,7,-4
81,587,1487,1487,16,0,3,3,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,3,2,0,3,2,3,7,3,7,-4,3,7,-4
58,541,1441,1441,17,0,3,1,0,10,1,0,1,0,0,0,0,0,0,0,0,0,1,2,3,2,0,2,3,3,7,7,3,4,7,3,4
58,496,1396,1396,17,0,3,2,0,10,2,-5,1,0,1,0,0,0,0,0,0,0,0,0,3,2,0,2,3,3,7,7,3,4,7,3,4
63,447,1347,1347,17,0,3,3,0,15,2,-5,1,0,1,0,0,0,1,2,-5,0,0,0,3,2,0,2,3,3,7,7,3,4,7,3,4
77,390,1290,1290,18,0,3,1,0,10,2,22,1,0,1,0,0,0,2,2,21,1,0,0,3,2,0,3,2,3,7,3,7,-4,3,7,-4
60,325,1225,1225,18,0,3,1,0,15,2,27,1,0,1,0,0,0,2,2,20,7,0,0,3,2,0,3,2,3,7,3,7,-4,3,7,-4
33,286,1186,1186,18,0,3,1,0,10,2,5,1,0,1,0,0,0,1,2,-2,7,0,0,3,2,0,3,2,3,7,3,7,-4,3,7,-4
28,252,1152,1152,18,0,3,2,0,5,2,0,1,0,1,0,0,0,2,1,23,0,0,0,3,2,0,3,2,3,7,3,7,-4,3,7,-4
33,245,1145,1145,18,0,3,3,0,10,2,0,1,0,1,0,0,0,1,1,15,0,0,0,3,2,0,3,2,3,7,3,7,-4,3,7,-4
70,234,1134,1134,19,0,3,1,0,10,1,9,0,0,0,0,0,0,0,0,0,0,2,1,3,2,0,2,3,3,7,7,3,4,7,3,4
61,198,1098,1098,19,0,3,2,0,1,1,6,0,0,0,0,0,0,0,0,0,0,1,1,3,2,0,2,3,3,7,7,3,4,7,3,4
55,151,1051,1051,19,0,3,1,0,10,1,2,0,0,0,0,0,0,0,0,0,0,1,2,3,2,0,2,3,3,7,7,3,4,7,3,4
53,118,1018,1018,19,0,3,2,0,8,2,10,1,0,1,0,0,0,1,1,6,4,0,0,3,2,0,2,3,3,7,7,3,4,7,3,4
43,83,983,983,19,0,3,1,0,10,1,-2,1,0,0,0,0,0,0,0,0,0,2,3,3,2,0,2,3,3,7,7,3,4,7,3,4
50,19,919,919,19,0,3,2,0,17,2,0,1,0,1,0,0,0,1,1,-1,0,0,0,3,2,0,2,3,3,7,7,3,4,7,3,4
50,12,912,912,19,0,3,3,0,17,2,0,1,0,1,0,0,0,2,2,42,0,0,0,3,2,0,2,3,3,7,7,3,4,7,3,4
87,893,893,893,20,0,4,1,0,10,2,0,1,0,1,0,0,0,1,2,12,0,0,0,3,2,0,3,2,3,7,3,7,-4,3,7,-4
87,888,888,888,20,0,4,2,0,10,2,14,1,0,1,0,0,0,1,3,4,10,0,0,3,2,0,3,2,3,7,3,7,-4,3,7,-4
58,865,865,865,20,0,4,1,0,10,2,15,0,0,1,0,0,0,1,1,15,0,0,0,3,1,1,3,1,3,7,3,7,-4,3,7,-4
73,759,759,759,20,0,4,1,0,40,2,0,1,0,1,0,0,0,1,1,4,0,0,0,3,1,0,3,1,3,7,3,7,-4,3,7,-4
73,753,753,753,20,0,4,2,0,40,2,0,1,0,1,0,0,0,2,3,17,0,0,0,3,1,0,3,1,3,7,3,7,-4,3,7,-4
73,748,748,748,20,0,4,3,0,40,2,9,1,0,1,0,0,0,1,1,-2,11,0,0,3,1,0,3,1,3,7,3,7,-4,3,7,-4
94,708,708,708,21,0,4,1,0,10,1,1,0,0,0,0,0,0,0,0,0,0,2,1,3,1,0,1,3,3,7,7,3,4,7,3,4
93,667,667,667,21,0,4,2,0,9,2,28,0,0,1,0,0,0,2,1,18,10,0,0,3,1,0,1,3,3,7,7,3,4,7,3,4
65,623,623,623,21,0,4,1,0,10,1,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,1,3,3,7,7,3,4,7,3,4
68,555,555,555,21,0,4,2,0,13,2,28,1,0,1,0,0,0,2,3,19,9,0,0,3,1,0,1,3,3,7,7,3,4,7,3,4
40,511,511,511,21,0,4,1,0,10,2,0,0,1,1,0,0,0,1,2,15,0,0,0,3,1,0,1,3,3,7,7,3,4,7,3,4
40,502,502,502,21,0,4,2,0,10,1,6,0,0,0,0,0,0,0,0,0,0,2,1,3,1,0,1,3,3,7,7,3,4,7,3,4
29,452,452,452,21,0,4,1,0,10,1,0,1,0,0,0,0,0,0,0,0,0,1,2,3,1,0,1,3,3,7,7,3,4,7,3,4
29,409,409,409,21,0,4,2,0,10,1,-2,0,0,0,0,0,0,0,0,0,0,2,1,3,1,0,1,3,3,7,7,3,4,7,3,4
75,315,315,315,22,0,4,1,0,10,2,6,1,0,1,0,0,0,1,3,4,2,0,0,3,1,0,3,1,3,10,3,10,-7,3,10,-7
69,298,298,298,22,0,4,2,0,4,2,4,1,1,1,0,0,0,1,3,4,0,0,0,3,1,0,3,1,3,10,3,10,-7,3,10,-7
65,273,273,273,22,0,4,1,0,10,2,5,1,1,1,0,0,0,1,1,0,5,0,0,3,1,0,3,1,3,10,3,10,-7,3,10,-7
60,266,266,266,22,0,4,2,0,5,2,9,1,0,1,0,0,0,1,2,-2,11,0,0,3,1,0,3,1,3,10,3,10,-7,3,10,-7
51,260,260,260,22,0,4,1,0,10,2,0,1,0,1,0,0,0,1,1,6,0,0,0,3,1,0,3,1,3,10,3,10,-7,3,10,-7
51,256,256,256,22,0,4,2,0,10,2,0,1,0,1,0,0,0,2,1,24,0,0,0,3,1,0,3,1,3,10,3,10,-7,3,10,-7
51,251,251,251,22,0,4,3,0,10,2,21,1,0,1,0,0,0,2,3,16,5,0,0,3,1,0,3,1,3,10,3,10,-7,3,10,-7
30,213,213,213,22,0,4,1,0,10,2,2,1,0,1,0,0,0,1,1,-3,5,0,0,3,1,0,3,1,3,10,3,10,-7,3,10,-7
28,183,183,183,22,0,4,2,0,8,2,7,1,0,1,0,0,0,1,3,6,1,0,0,3,1,0,3,1,3,10,3,10,-7,3,10,-7
21,164,164,164,22,0,4,3,0,1,2,5,1,1,1,0,0,0,1,3,5,0,0,0,3,1,0,3,1,3,10,3,10,-7,3,10,-7
16,134,134,134,22,0,4,1,0,10,2,0,1,1,1,0,0,0,1,1,11,0,0,0,3,1,0,3,1,3,10,3,10,-7,3,10,-7
16,128,128,128,22,0,4,2,0,10,2,0,1,0,1,0,0,0,1,1,6,0,0,0,3,1,0,3,1,3,10,3,10,-7,3,10,-7
16,123,123,123,22,0,4,3,0,10,2,0,1,0,1,0,0,0,2,2,16,0,0,0,3,1,0,3,1,3,10,3,10,-7,3,10,-7
80,118,118,118,23,0,4,1,0,10,1,5,0,0,0,0,0,0,0,0,0,0,2,2,3,1,0,1,3,3,10,10,3,7,10,3,7
75,113,113,113,23,0,4,2,0,5,2,0,0,0,1,0,0,0,1,1,3,0,0,0,2,1,0,1,2,3,10,10,3,7,10,3,7
75,110,110,110,23,0,4,3,0,5,1,2,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0,1,2,3,10,10,3,7,10,3,7
86,93,93,93,24,0,4,1,0,10,2,2,1,0,1,0,0,0,1,1,2,0,0,0,1,1,0,1,1,3,10,3,10,-7,3,10,-7
84,77,77,77,24,0,4,2,0,8,2,0,1,1,1,0,0,0,2,2,29,0,0,0,1,1,0,1,1,3,10,3,10,-7,3,10,-7
84,72,72,72,24,0,4,3,0,8,2,0,1,0,1,0,0,0,1,3,12,0,0,0,1,1,0,1,1,3,10,3,10,-7,3,10,-7
84,69,69,69,24,0,4,4,0,8,2,-11,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,3,10,3,10,-7,3,10,-7
75,900,1800,3600,1,0,1,1,0,10,1,5,1,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,3,0,0,0,0,0,0,0,0
70,866,1766,3566,1,0,1,2,0,5,1,17,0,0,0,0,0,0,0,0,0,0,1,1,3,3,0,3,3,0,0,0,0,0,0,0,0
53,818,1718,3518,1,0,1,1,0,10,2,5,1,0,1,0,0,0,1,2,0,5,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0
48,794,1694,3494,1,0,1,2,0,5,2,-6,1,1,1,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0
54,750,1650,3450,1,0,1,3,0,11,2,12,1,0,1,0,0,0,1,1,12,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0
42,707,1607,3407,1,0,1,1,0,10,2,12,1,0,1,0,0,0,1,1,12,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0
67,694,1594,3394,2,0,1,1,0,10,2,6,1,0,1,0,0,0,1,2,4,2,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0
61,669,1569,3369,2,0,1,2,0,4,2,4,1,1,1,0,0,0,1,2,4,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0
57,636,1536,3336,2,0,1,1,0,10,2,6,1,0,1,0,0,0,1,2,2,4,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0
51,614,1514,3314,2,0,1,2,0,4,2,0,1,1,1,0,0,0,2,1,18,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0
51,609,1509,3309,2,0,1,3,0,4,2,7,1,0,1,0,0,0,1,1,-4,11,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0
44,581,1481,3281,2,0,1,1,0,10,2,0,0,1,1,0,0,0,2,2,41,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0
44,575,1475,3275,2,0,1,2,0,10,2,5,1,0,1,0,0,0,1,3,4,1,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0
39,535,1435,3235,2,0,1,3,0,5,2,-3,1,0,1,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0
65,462,1362,3162,3,0,1,1,0,10,2,3,1,0,1,0,0,0,1,2,-5,8,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0
62,416,1316,3116,3,0,1,2,0,7,1,3,0,0,0,0,0,0,0,0,0,0,1,1,3,3,0,3,3,0,0,0,0,0,0,0,0
59,378,1278,3078,3,0,1,3,0,4,2,2,1,0,1,0,0,0,1,2,0,2,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0
80,331,1231,3031,4,0,1,1,0,10,1,0,0,0,0,0,0,0,0,0,0,0,2,1,3,3,0,3,3,0,0,0,0,0,0,0,0
80,303,1203,3003,4,0,1,2,0,10,2,0,1,1,1,0,0,0,1,2,2,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0
80,299,1199,2999,4,0,1,3,0,10,2,0,1,0,1,0,0,0,1,1,8,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0
75,277,1177,2977,5,0,1,1,0,10,2,0,1,0,1,0,0,0,2,1,18,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0
75,272,1172,2972,5,0,1,2,0,10,2,17,1,0,1,0,0,0,1,2,10,7,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0
58,238,1138,2938,5,0,1,1,0,10,2,14,1,0,1,0,0,0,1,2,8,6,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0
44,213,1113,2913,5,0,1,1,0,10,1,6,0,0,0,0,0,0,0,0,0,0,2,1,3,3,0,3,3,0,0,0,0,0,0,0,0
38,175,1075,2875,5,0,1,2,0,4,1,6,1,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,3,0,0,0,0,0,0,0,0
32,137,1037,2837,5,0,1,1,0,10,2,0,0,0,1,0,0,0,1,1,2,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0
32,132,1032,2832,5,0,1,2,0,10,1,3,1,0,0,0,0,0,0,0,0,0,1,1,3,3,0,3,3,0,0,0,0,0,0,0,0
34,90,990,2790,5,0,1,3,0,12,1,-1,1,0,0,0,0,0,0,0,0,0,2,2,2,3,0,2,3,0,0,0,0,0,0,0,0
57,41,941,2741,6,0,1,1,0,10,2,0,0,0,1,0,0,0,1,2,-3,0,0,0,2,3,0,3,2,0,0,0,0,0,0,0,0
57,36,936,2736,6,0,1,2,0,10,1,2,1,0,0,0,0,0,0,0,0,0,3,0,2,3,0,3,2,0,0,0,0,0,0,0,0
55,16,916,2716,6,0,1,3,0,8,2,22,1,1,1,0,0,0,1,1,13,9,0,0,2,3,0,3,2,0,0,0,0,0,0,0,0
33,900,900,2700,6,0,2,1,0,10,1,6,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0,3,2,0,0,0,0,0,0,0,0
27,875,875,2675,6,0,2,2,0,4,1,-4,0,1,0,0,0,0,0,0,0,0,1,3,2,3,0,3,2,0,0,0,0,0,0,0,0
31,834,834,2634,6,0,2,3,0,8,2,0,1,0,1,0,0,0,2,2,17,0,0,0,2,3,0,3,2,0,0,0,0,0,0,0,0
85,795,795,2595,7,0,2,1,0,20,1,-5,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,0,3,0,3,-3,0,3,-3
10,787,787,2587,8,0,2,1,1,10,1,5,0,0,0,0,0,0,0,0,0,0,2,2,2,3,0,3,2,0,3,3,0,3,3,0,3
5,770,770,2570,8,1,2,2,1,5,1,5,0,1,0,0,0,0,0,0,0,0,3,0,2,3,0,3,2,0,9,3,0,3,9,0,9
68,757,757,2557,9,0,2,1,0,10,1,13,0,0,0,0,0,0,0,0,0,0,1,1,2,3,0,2,3,0,10,0,10,-10,0,10,-10
55,724,724,2524,9,0,2,1,0,10,1,0,1,0,0,0,0,0,0,0,0,0,1,2,2,3,0,2,3,0,10,0,10,-10,0,10,-10
55,686,686,2486,9,0,2,2,0,10,2,-10,1,0,1,0,0,0,0,0,0,0,0,0,2,3,0,2,3,0,10,0,10,-10,0,10,-10
65,646,646,2446,9,0,2,3,0,20,2,9,1,0,1,0,0,0,1,1,2,7,0,0,2,3,0,2,3,0,10,0,10,-10,0,10,-10
97,572,572,2372,10,0,2,1,0,10,1,2,0,0,0,0,0,0,0,0,0,0,1,3,2,3,0,3,2,0,10,10,0,10,10,0,10
95,534,534,2334,10,0,2,2,0,8,2,6,1,0,1,0,0,0,1,1,-2,8,0,0,2,3,0,3,2,0,10,10,0,10,10,0,10
89,504,504,2304,10,0,2,3,0,2,2,3,1,0,1,0,0,0,1,2,2,1,0,0,2,3,0,3,2,0,10,10,0,10,10,0,10
86,464,464,2264,10,0,2,1,0,10,1,-2,0,0,0,0,0,0,0,0,0,0,2,3,2,3,0,3,2,0,10,10,0,10,10,0,10
88,440,440,2240,10,0,2,2,0,12,2,9,0,0,1,0,0,0,1,1,2,7,0,0,2,3,0,3,2,0,10,10,0,10,10,0,10
79,392,392,2192,10,0,2,3,0,3,2,0,1,0,1,0,0,0,1,3,3,0,0,0,2,3,0,3,2,0,10,10,0,10,10,0,10
73,374,374,2174,11,0,2,1,0,10,1,1,0,0,0,0,0,0,0,0,0,0,3,0,2,3,0,2,3,0,10,0,10,-10,0,10,-10
72,337,337,2137,11,0,2,2,0,9,2,5,0,0,1,0,0,0,1,1,-3,8,0,0,2,3,0,2,3,0,10,0,10,-10,0,10,-10
67,308,308,2108,11,0,2,3,0,4,2,0,1,0,1,0,0,0,1,1,12,0,0,0,2,3,0,2,3,0,10,0,10,-10,0,10,-10
71,296,296,2096,12,0,2,1,0,10,1,1,0,0,0,0,0,0,0,0,0,0,2,2,2,3,0,3,2,0,10,10,0,10,10,0,10
70,258,258,2058,12,0,2,2,0,9,1,17,1,0,0,0,0,0,0,0,0,0,2,1,2,3,0,3,2,0,10,10,0,10,10,0,10
53,235,235,2035,12,0,2,1,0,10,1,1,0,1,0,0,0,0,0,0,0,0,2,2,2,3,0,3,2,0,10,10,0,10,10,0,10
49,154,154,1954,12,0,2,3,0,6,2,7,1,0,1,0,0,0,1,1,6,1,0,0,2,3,0,3,2,0,10,10,0,10,10,0,10
42,120,120,1920,12,0,2,1,0,10,2,0,1,0,1,0,0,0,1,3,7,0,0,0,2,3,0,3,2,0,10,10,0,10,10,0,10
42,116,116,1916,12,0,2,2,0,10,2,4,1,0,1,0,0,0,1,3,4,0,0,0,2,3,0,3,2,0,10,10,0,10,10,0,10
38,73,73,1873,12,0,2,3,0,6,2,0,1,0,1,0,0,0,1,1,11,0,0,0,2,3,0,3,2,0,10,10,0,10,10,0,10
75,62,62,1862,13,0,2,1,0,10,2,-7,1,0,1,0,0,0,0,0,0,0,0,0,2,3,0,2,3,0,13,0,13,-13,0,13,-13
82,50,50,1850,13,0,2,2,0,17,1,12,1,0,0,0,0,0,0,0,0,0,2,2,2,2,0,2,2,0,13,0,13,-13,0,13,-13
70,42,42,1842,13,0,2,3,0,5,2,10,1,0,1,0,0,0,1,2,5,5,0,0,2,1,0,2,1,0,13,0,13,-13,0,13,-13
60,37,37,1837,13,0,2,1,0,10,2,11,1,0,1,0,0,0,1,2,10,1,0,0,1,1,0,1,1,0,13,0,13,-13,0,13,-13
49,18,18,1818,13,0,2,1,0,10,2,6,1,1,1,0,0,0,1,3,4,2,0,0,1,1,0,1,1,0,13,0,13,-13,0,13,-13
43,15,15,1815,13,0,2,2,0,4,2,15,1,0,1,0,0,0,1,2,13,2,0,0,0,1,0,0,1,0,13,0,13,-13,0,13,-13
